CONTENT_LENGTH,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,URL_IDENTIFICATION,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
2516,38,ISO-8859-1,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_42,America,Utah,24-May-00,25-May-16,15,0,2,2342,15,21,2806,7249,21,6,1
2516,38,ISO-8859-1,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_43,America,Utah,24-May-00,25-May-16,19,1,3,2594,25,25,3058,7997,25,6,1
215,38,iso-8859-1,10,nginx/1.8.0,A0_90,NaN,NaN,18-Jul-05,18-Jun-16,7,0,2,734,9,9,880,1097,9,2,1
4397,38,ISO-8859-1,9,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,M0_1019,America,MA,28-Oct-99,29-Aug-16,0,0,0,0,0,0,0,0,0,0,0
1819,38,ISO-8859-1,8,NaN,M0_1030,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
NaN,38,ISO-8859-1,8,Apache/1.3.39 (Unix) PHP/5.2.5 mod_auth_passthrough/1.8 mod_bwlimited/1.4 mod_log_bytes/1.2 mod_gzip/1.3.26.1a FrontPage/5.0.2.2635 DAV/1.0.3 mod_ssl/2.8.30 OpenSSL/0.9.7a,M0_109,NaN,NaN,25-Feb-06,26-Feb-16,18,0,1,1458,20,20,1616,19623,20,2,0
NaN,38,UTF-8,8,cloudflare-nginx,M0_1100,America,New York,12-Jun-07,05-Oct-16,0,0,0,0,0,0,0,0,0,0,0
39740,38,utf-8,8,nginx,M0_1224,[u'GB'; u'United Kingdom'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0,0
68067,38,utf-8,9,Apache,M0_127,America,MO,20-May-96,24-Oct-16,19,0,3,1851,23,23,2143,15551,23,4,0
40299,38,UTF-8,10,Apache,M0_1289,United Kingdom,NaN,18-Apr-95,14-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,38,ISO-8859-1,9,Apache,M0_1329,America,CA,25-Apr-00,04-Aug-15,0,0,0,0,0,0,0,0,0,0,0
NaN,38,utf-8,8,NaN,M0_1349,America,CA,05-Dec-97,31-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,38,utf-8,9,nginx/1.1.19,M0_1365,America,CA,09-Dec-96,09-Oct-15,0,0,0,0,0,0,0,0,0,0,0
345,38,iso-8859-1,8,Apache/2,M0_1387,America,CA,24-Sep-96,30-Jan-17,0,0,0,0,0,0,0,0,0,0,0
324,38,us-ascii,7,Microsoft-HTTPAPI/2.0,M0_1403,America,NJ,10-Jan-92,05-Jan-16,0,0,0,0,0,0,0,0,0,0,0
3916,38,UTF-8,9,GSE,M0_1404,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
1819,38,ISO-8859-1,8,NaN,M0_184,America,CA,02-Nov-02,02-Feb-17,39,25,11,5509,45,47,6115,25776,47,8,0
34,38,ISO-8859-1,7,NaN,M0_2011,NaN,NaN,17-Jul-01,28-May-14,7,7,3,618,9,7,618,562,7,0,0
NaN,38,UTF-8,8,Apache,M0_2118,America,MI,14-Jul-11,30-Jun-16,13,13,9,1002,16,13,1002,1012,13,0,0
1172,38,UTF-8,7,Apache,M0_2138,America,NY,21-Sep-01,02-Mar-17,4,3,2,432,4,4,432,244,4,0,0
324,38,us-ascii,6,Microsoft-HTTPAPI/2.0,M0_2213,NaN,NaN,05-Jun-03,26-Nov-14,6,6,3,540,8,6,540,539,6,0,0
NaN,38,UTF-8,8,Server,M0_2274,America,NJ,05-Dec-96,30-Nov-16,3,2,2,330,5,3,330,306,3,0,0
24087,38,UTF-8,7,NaN,M0_246,Australia,NSW,19-Feb-02,29-Nov-16,8,0,3,786,9,12,1106,968,12,4,0
618,38,utf-8,9,ATS,M0_295,America,CA,18-Jan-95,26-Aug-15,46,17,7,5306,42,54,5906,39325,54,8,0
6746,38,ISO-8859-1,8,NaN,M0_34,NaN,NaN,28-Nov-99,09-Sep-13,35,8,14,3072,31,41,3506,9718,41,6,0
324,38,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_360,America,UT,26-May-97,23-Apr-17,23,7,7,1967,24,29,2417,6542,29,6,0
324,38,us-ascii,7,Microsoft-HTTPAPI/2.0,M0_37,Australia,NSW,05-Jul-08,30-Aug-16,13,7,7,1068,13,15,1216,1006,15,2,0
9555,38,utf-8,6,Apache,M0_41,Belgium,NaN,07-Apr-07,08-Apr-17,23,5,9,2823,21,27,3153,15940,27,4,0
NaN,38,UTF-8,6,SSWS,M0_428,America,FL,09-Apr-11,28-Feb-17,58,40,3,8165,77,66,8787,54909,66,8,0
1840,38,UTF-8,8,Apache,M0_441,America,CA,11-Sep-97,09-Dec-15,23,12,8,3099,28,27,3439,7395,27,4,0
4929,38,utf-8,10,Microsoft-IIS/8.0,M0_464,Normay,NaN,29-Jan-04,29-Dec-16,16,0,5,1927,20,20,2219,8052,20,4,0
12400,38,utf-8,8,Apache/2.4.18 (Ubuntu),M0_496,America,FL,17-Feb-99,19-Dec-16,16,0,3,1879,20,22,2307,8768,22,6,0
42952,38,UTF-8,9,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_apreq2-20090110/2.8.0 mod_perl/2.0.10 Perl/v5.24.1,M0_536,America,FL,27-Feb-00,31-May-16,35,30,2,4047,53,41,4497,54041,41,6,0
NaN,38,ISO-8859-1,7,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,M0_624,America,California,02-Jul-10,25-Apr-17,20,0,3,1578,24,24,1890,20606,24,4,0
NaN,38,UTF-8,7,GSE,M0_721,America,CA,31-Jul-00,29-Jun-16,42,20,4,4268,40,50,4998,40666,50,8,0
NaN,38,UTF-8,9,NaN,M0_737,NaN,NaN,NaN,NaN,288,279,10,20749,431,294,21187,1058608,294,6,0
NaN,38,utf-8,8,cloudflare-nginx,M0_813,America,CA,21-Jul-95,26-Sep-16,0,0,0,0,0,0,0,0,0,0,0
7868,38,UTF-8,7,GSE,M0_90,America,CA,31-Jul-00,29-Jun-16,44,0,4,5064,42,50,5586,35677,50,6,0
220,38,iso-8859-1,9,Apache/2.2.20 (Unix),M0_914,America,CA,08-Aug-02,29-Jul-15,0,0,0,0,0,0,0,0,0,0,0
7797,38,UTF-8,7,GSE,M0_918,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,38,us-ascii,9,cloudflare-nginx,M0_927,America,Arizona,10-Jun-05,04-Jun-15,0,0,0,0,0,0,0,0,0,0,0
637,39,UTF-8,13,nginx,A0_141,NaN,NaN,NaN,NaN,4,0,4,264,6,4,264,388,4,0,1
640,39,UTF-8,11,nginx,A0_144,NaN,NaN,NaN,NaN,11,1,4,1266,12,15,1548,960,15,4,1
640,39,UTF-8,11,nginx,A0_145,NaN,NaN,NaN,NaN,26,5,8,2329,25,32,2759,4850,32,6,1
661,39,UTF-8,11,nginx,A0_150,NaN,NaN,NaN,NaN,20,0,6,2328,26,26,2772,3285,26,6,1
2516,39,ISO-8859-1,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_44,America,Utah,24-May-00,25-May-16,20,0,2,2976,23,26,3440,7783,26,6,1
216,39,iso-8859-1,10,nginx/1.8.0,A0_91,NaN,NaN,18-Jul-05,18-Jun-16,8,0,1,809,11,12,1101,1321,12,4,1
NaN,39,utf-8,8,YouTubeFrontEnd,M0_1009,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
256306,39,UTF-8,7,Apache/2.2.15 (CentOS),M0_1050,Australia,New South Wales,08-Jan-09,09-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_1061,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_1065,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_1079,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,9,nginx/1.11.3,M0_1084,NaN,NaN,01-Jul-07,08-Dec-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_1099,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_1108,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
404,39,iso-8859-1,8,Apache,M0_1161,America,WV,21-Oct-06,22-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,UTF-8,9,nginx,M0_1174,America,Arizona,30-Aug-00,18-Apr-15,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,nginx/1.11.2,M0_1176,America,FL,14-Sep-95,12-May-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,iso-8859-1,8,HTTPDaemon,M0_1178,America,WA,05-Jan-96,05-May-16,0,0,0,0,0,0,0,0,0,0,0
7472,39,UTF-8,7,GSE,M0_1198,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
3063,39,UTF-8,8,Apache/2.4.18 (Ubuntu),M0_1210,Turkey,NaN,14-Sep-00,15-Sep-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_1234,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,6,NaN,M0_125,America,CA,22-Feb-96,16-Jan-15,30,26,1,3521,37,36,3947,33021,36,6,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_1252,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
12985,39,utf-8,7,Apache,M0_1279,America,CO,17-Feb-06,19-Aug-15,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,nginx,M0_1285,America,Oregon,30-Aug-00,16-Aug-16,0,0,0,0,0,0,0,0,0,0,0
9352,39,UTF-8,8,GSE,M0_1300,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_1338,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,UTF-8,7,Apache,M0_1344,America,NY,10-Jul-02,18-Oct-13,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_138,America,CA,15-Feb-05,14-Jan-17,61,52,4,7271,68,71,8017,60586,71,10,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_1380,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,10,YouTubeFrontEnd,M0_1384,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,UTF-8,8,nginx,M0_155,France,NaN,04-Sep-96,26-Apr-16,8,0,2,1059,11,12,1361,1506,12,4,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_19,America,CA,15-Feb-05,14-Jan-17,16,7,3,2241,20,22,2683,6701,22,6,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_195,America,CA,15-Feb-05,14-Jan-17,64,48,8,6413,68,72,7005,58285,72,8,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2004,America,CA,15-Feb-05,14-Jan-17,2,2,1,276,4,2,276,244,2,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2052,America,CA,15-Feb-05,14-Jan-17,16,6,4,1224,4,16,1224,244,16,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2079,America,CA,15-Feb-05,14-Jan-17,34,24,7,5528,22,34,5528,7472,34,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2103,America,CA,15-Feb-05,14-Jan-17,6,2,3,492,3,6,492,184,6,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2121,America,CA,15-Feb-05,14-Jan-17,5,3,2,498,7,5,498,438,5,0,0
9050,39,UTF-8,8,Apache,M0_2136,NaN,NaN,NaN,NaN,22,9,9,1560,18,22,1560,1334,22,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2160,America,CA,15-Feb-05,14-Jan-17,22,9,10,1524,11,22,1524,702,22,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2179,America,CA,15-Feb-05,14-Jan-17,2,2,1,276,4,2,276,246,2,0,0
620,39,utf-8,9,ATS,M0_2193,America,CA,18-Jan-95,26-Aug-15,3,3,1,366,5,3,366,306,3,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_2202,America,CA,15-Feb-05,14-Jan-17,18,7,11,1308,16,18,1308,1030,18,0,0
889,39,ISO-8859-1,9,AmazonS3,M0_2241,NaN,NaN,15-May-05,15-Apr-17,10,4,5,816,7,10,816,436,10,0,0
1502,39,ISO-8859-1,9,nginx,M0_2244,America,Ohio,08-Jan-04,03-Jan-17,8,4,6,684,12,8,684,762,8,0,0
NaN,39,UTF-8,9,Apache,M0_2269,NaN,NaN,NaN,NaN,4,3,2,420,5,4,420,310,4,0,0
NaN,39,UTF-8,10,cloudflare-nginx,M0_2284,NaN,NaN,NaN,NaN,3,3,1,366,4,3,366,244,3,0,0
NaN,39,utf-8,10,cloudflare-nginx,M0_2285,America,Arizona,10-Nov-09,21-Apr-15,12,5,5,912,4,12,912,244,12,0,0
340,39,iso-8859-1,7,Apache,M0_2291,Canada,ON,26-Nov-96,02-Nov-16,11,5,5,894,10,11,894,634,11,0,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_2297,America,CA,15-Feb-05,14-Jan-17,9,8,6,714,11,9,714,788,9,0,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_233,America,CA,15-Feb-05,14-Jan-17,25,11,4,3771,32,33,4385,11756,33,8,0
1002,39,ISO-8859-1,8,Apache,M0_253,Austria,Austria,01-Jun-04,02-Jun-16,10,2,7,927,20,14,1241,2926,14,4,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_273,America,CA,15-Feb-05,14-Jan-17,23,6,10,2679,26,29,3121,7080,29,6,0
NaN,39,ISO-8859-1,7,cloudflare-nginx,M0_345,NaN,NaN,02-Aug-10,04-May-16,28,6,13,2721,29,30,2879,15626,30,2,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_356,America,CA,15-Feb-05,14-Jan-17,63,54,5,6884,70,73,7630,57005,73,10,0
431,39,utf-8,7,Apache/2.2.15 (CentOS),M0_389,KY,GRAND CAYMAN,24-Aug-03,27-Feb-17,9,0,1,865,12,11,1045,19264,11,2,0
1500,39,ISO-8859-1,9,nginx,M0_392,America,Ohio,08-Jan-04,03-Jan-17,40,11,12,6028,46,46,6502,20061,46,6,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_393,America,CA,15-Feb-05,14-Jan-17,44,36,6,5129,68,52,5721,59068,52,8,0
1819,39,ISO-8859-1,9,NaN,M0_471,America,CA,02-Nov-02,02-Feb-17,38,33,1,6419,47,48,7171,29141,48,10,0
NaN,39,ISO-8859-1,6,nginx/1.10.0 (Ubuntu),M0_480,LV,RIX,19-Jul-10,20-Jul-16,71,67,7,7582,73,79,8282,82537,79,8,0
324,39,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_50,Turkey,TR,28-Oct-08,03-Apr-16,12,6,9,1063,16,14,1213,1287,14,2,0
NaN,39,ISO-8859-1,8,nginx/1.8.1,M0_523,America,nj,24-Jun-03,22-Aug-16,24,13,8,2750,32,30,3190,9290,30,6,0
NaN,39,us-ascii,9,cloudflare-nginx,M0_606,America,Arizona,10-Jun-05,04-Jun-15,23,17,8,1970,26,27,2262,2183,27,4,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_61,America,CA,15-Feb-05,14-Jan-17,69,60,5,8450,80,81,9350,68036,81,12,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_631,America,CA,15-Feb-05,14-Jan-17,64,56,5,7076,71,74,7822,63630,74,10,0
8507,39,UTF-8,10,Apache/2.2.22 (Debian),M0_632,America,Arizona,28-Feb-08,24-Apr-17,13,3,7,1313,18,17,1605,1612,17,4,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_644,America,CA,15-Feb-05,14-Jan-17,62,50,5,6269,65,70,6861,54988,70,8,0
NaN,39,utf-8,10,YouTubeFrontEnd,M0_666,America,CA,15-Feb-05,14-Jan-17,57,49,5,5951,64,65,6543,56509,65,8,0
121211,39,ISO-8859-1,9,nginx/1.11.10,M0_710,America,GA,22-Sep-93,15-Feb-17,35,0,2,3234,38,38,3384,129083,38,2,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_742,America,CA,15-Feb-05,14-Jan-17,60,51,4,6503,66,69,7095,58109,69,8,0
NaN,39,utf-8,9,YouTubeFrontEnd,M0_795,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_820,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_830,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,ISO-8859-1,8,Squeegit/1.2.5 (3_sir),M0_839,America,MA,29-Sep-94,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_841,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_85,America,CA,15-Feb-05,14-Jan-17,66,56,7,8252,77,78,9152,61807,78,12,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_854,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
58,39,UTF-8,9,Apache,M0_865,Panama,Panama,07-Nov-16,07-Nov-16,0,0,0,0,0,0,0,0,0,0,0
1007,39,UTF-8,8,Apache/2,M0_870,Panama,Panama,30-Jul-09,19-Apr-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,UTF-8,7,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,M0_876,DE,NaN,10-Jan-07,09-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_900,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_902,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
NaN,39,ISO-8859-1,9,nginx/1.12.0,M0_915,Canada,SK,19-Oct-05,18-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_948,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
NaN,39,utf-8,8,YouTubeFrontEnd,M0_988,America,CA,15-Feb-05,14-Jan-17,0,0,0,0,0,0,0,0,0,0,0
637,40,UTF-8,13,nginx,A0_126,NaN,NaN,NaN,NaN,12,1,5,1340,12,16,1622,964,16,4,1
640,40,UTF-8,13,nginx,A0_139,NaN,NaN,NaN,NaN,12,1,4,1325,14,18,1749,2091,18,6,1
643,40,UTF-8,13,nginx,A0_143,NaN,NaN,NaN,NaN,11,1,4,1266,12,15,1548,960,15,4,1
667,40,UTF-8,11,nginx,A0_158,NaN,NaN,NaN,NaN,21,1,5,2383,25,29,2983,3786,29,8,1
667,40,UTF-8,11,nginx,A0_160,NaN,NaN,NaN,NaN,19,1,5,2243,22,25,2691,3021,25,6,1
3016,40,utf-8,10,Apache,A0_39,NaN,NaN,NaN,NaN,11,0,2,1285,18,17,1741,2462,17,6,1
2516,40,ISO-8859-1,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_45,America,Utah,24-May-00,25-May-16,19,0,2,2610,22,25,3074,7715,25,6,1
NaN,40,UTF-8,9,Apache-Coyote/1.1,M0_1011,America,ca,14-May-99,28-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,40,UTF-8,9,mw2239.codfw.wmnet,M0_1017,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
7283,40,UTF-8,7,GSE,M0_1033,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
12513,40,utf-8,10,Yippee-Ki-Yay,M0_1075,America,Arizona,13-Sep-01,13-Feb-13,0,0,0,0,0,0,0,0,0,0,0
13183,40,UTF-8,7,Apache,M0_1116,America,CA,22-Feb-01,07-Feb-17,0,0,0,0,0,0,0,0,0,0,0
6222,40,UTF-8,7,GSE,M0_1142,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
7942,40,UTF-8,9,Apache,M0_116,America,CA,02-Oct-05,03-Oct-16,8,0,2,1016,14,12,1324,1612,12,4,0
NaN,40,utf-8,7,NaN,M0_1195,Canada,ON,27-Aug-02,01-Jun-16,0,0,0,0,0,0,0,0,0,0,0
NaN,40,utf-8,9,cloudflare-nginx,M0_1228,America,CO,28-Sep-96,26-Sep-16,0,0,0,0,0,0,0,0,0,0,0
NaN,40,iso-8859-1,8,cloudflare-nginx,M0_1244,ES,Alicante,05-Jun-06,24-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,40,ISO-8859-1,9,Apache,M0_1311,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
3013,40,UTF-8,12,Apache,M0_1383,America,CA,20-Oct-98,04-Dec-13,0,0,0,0,0,0,0,0,0,0,0
NaN,40,utf-8,11,nginx,M0_1415,America,NY,23-Mar-95,03-Mar-17,0,0,0,0,0,0,0,0,0,0,0
4692,40,UTF-8,10,mw2165.codfw.wmnet,M0_2010,America,CA,13-Jan-01,12-Dec-15,7,4,3,630,5,7,630,310,7,0,0
9433,40,UTF-8,7,GSE,M0_2034,America,CA,31-Jul-00,29-Jun-16,3,3,1,366,5,3,366,306,3,0,0
NaN,40,UTF-8,9,mw2192.codfw.wmnet,M0_2068,America,CA,13-Jan-01,12-Dec-15,14,12,5,1092,4,14,1092,244,14,0,0
324,40,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_2148,America,New Jersey,23-Apr-02,20-Aug-15,3,3,1,366,5,3,366,306,3,0,0
11590,40,UTF-8,8,Apache/2.2.23 (Amazon),M0_222,America,New York,26-Sep-05,23-Jul-11,156,17,12,23383,206,162,23877,295213,162,6,0
230,40,iso-8859-1,9,Apache,M0_2275,America,California,04-Jan-95,04-Jan-17,5,3,3,486,4,5,486,244,5,0,0
NaN,40,utf-8,6,NaN,M0_2323,NaN,NaN,22-Feb-96,16-Jan-15,12,4,8,924,10,12,924,642,12,0,0
618,40,ISO-8859-1,7,LiteSpeed,M0_251,Australia,Vic,30-Jul-04,30-Mar-14,24,6,4,1784,27,26,1950,23886,26,2,0
NaN,40,ISO-8859-1,8,NaN,M0_309,America,ME,05-Nov-08,07-Oct-16,17,3,9,1394,20,19,1546,12358,19,2,0
NaN,40,utf-8,9,nginx/1.11.3,M0_349,NaN,NaN,01-Jul-07,08-Dec-16,16,11,2,2272,26,20,2576,16035,20,4,0
622,40,utf-8,9,ATS,M0_353,America,CA,18-Jan-95,26-Aug-15,8,1,3,1088,13,14,1524,2036,14,6,0
NaN,40,ISO-8859-1,9,Apache/2.2.32,M0_376,America,MO,29-Dec-05,30-Sep-15,21,0,2,2021,25,23,2165,26799,23,2,0
324,40,us-ascii,6,Microsoft-HTTPAPI/2.0,M0_391,America,PA,05-Jun-03,26-Nov-14,22,0,2,1724,26,24,1886,38477,24,2,0
NaN,40,utf-8,7,NaN,M0_409,Canada,ON,27-Aug-02,01-Jun-16,76,9,7,8268,88,84,8898,117625,84,8,0
1108,40,ISO-8859-1,6,nginx/1.12.0,M0_416,NaN,NaN,17-Feb-09,16-Feb-15,15,10,4,1166,19,19,1538,1626,19,4,0
NaN,40,utf-8,9,nginx/1.4.6 (Ubuntu),M0_442,America,CA,02-Dec-05,02-Dec-16,26,1,3,4229,36,30,4517,32381,30,4,0
63279,40,UTF-8,9,Microsoft-IIS/7.5,M0_520,America,OH,08-Nov-98,16-Mar-15,56,4,8,4551,59,60,4843,67881,60,4,0
15240,40,ISO-8859-1,8,Apache,M0_552,NaN,NaN,12-Feb-02,16-Oct-14,8,4,1,1325,12,12,1637,2833,12,4,0
65993,40,utf-8,9,Apache,M0_562,America,MO,20-May-96,24-Oct-16,24,0,9,2112,29,28,2404,16019,28,4,0
1819,40,ISO-8859-1,7,NaN,M0_590,America,CA,02-Nov-02,02-Feb-17,48,41,9,6057,54,56,6657,15706,56,8,0
NaN,40,ISO-8859-1,8,nginx,M0_685,America,WA,08-Apr-96,18-Nov-16,16,5,5,1615,23,20,1931,25358,20,4,0
15363,40,UTF-8,8,nginx,M0_697,America,NY,08-May-96,27-Jan-17,20,5,9,2948,27,24,3248,5557,24,4,0
411,40,iso-8859-1,6,NaN,M0_703,America,TX,02-Mar-99,01-Feb-17,14,1,3,1981,19,20,2497,6759,20,6,0
38119,40,UTF-8,7,GSE,M0_765,America,CA,31-Jul-00,29-Jun-16,38,1,3,2995,37,44,3531,41717,44,6,0
NaN,40,ISO-8859-1,9,cloudflare-nginx,M0_803,America,NJ,17-Dec-07,15-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,40,utf-8,9,nginx + Phusion Passenger,M0_863,America,FL,03-Jun-00,05-May-16,0,0,0,0,0,0,0,0,0,0,0
6498,40,UTF-8,7,GSE,M0_976,America,CA,31-Jul-00,29-Jun-16,0,0,0,0,0,0,0,0,0,0,0
622,40,utf-8,9,ATS,M0_980,America,CA,18-Jan-95,26-Aug-15,0,0,0,0,0,0,0,0,0,0,0
643,41,UTF-8,13,nginx,A0_116,NaN,NaN,NaN,NaN,9,0,3,1142,12,13,1430,1991,13,4,1
670,41,UTF-8,11,nginx,A0_156,NaN,NaN,NaN,NaN,15,1,5,1653,19,21,2103,2798,21,6,1
2516,41,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_52,America,Utah,24-May-00,25-May-16,24,0,2,4034,26,30,4498,12486,30,6,1
27103,41,UTF-8,11,Proxy Pandeiro UOL,A0_57,BR,NaN,NaN,NaN,22,0,3,2316,28,26,2640,31378,26,4,1
218,41,iso-8859-1,10,nginx/1.8.0,A0_92,NaN,NaN,18-Jul-05,18-Jun-16,7,0,1,737,10,11,1047,1162,11,4,1
318,41,iso-8859-1,6,nginx,M0_107,NaN,NaN,21-Nov-16,13-Jan-17,8,0,2,1089,13,14,1601,1977,14,6,0
